,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA,UNH,XOM
2020-01-21,-0.006800436537976757,0.014523546068980422,0.001843796577939768,-0.009889410766222026,-0.003156151992784885,-0.0035971655179590496,-0.005390138617005484,0.06942373110021945,0.006878649598384301,-0.014397356480981905
2020-01-22,0.0035635604752167266,-0.0024024329949913796,0.001092074792494295,-0.0011697365566176318,-0.0005419250863157011,-0.004816048207112425,0.008714149980360852,0.04004983514491321,0.00019916567239502056,-0.005787548516683743
2020-01-23,0.004804356460599905,-0.0015270766138826273,0.0005522782290888846,-0.0010246597223585248,-0.007073633412052735,0.00613670545283304,0.010935217741666347,0.004624413044606698,-0.003766344486382772,-0.00627067498222858
2020-01-24,-0.0028861927505002332,-0.012247117354347813,-0.012552136678435263,-0.025141901277296333,-0.008316160941519251,-0.010128097010321151,-0.009457027896073465,-0.012981499419033645,-0.022456876103124454,-0.006762498225178417
2020-01-27,-0.029846319223407834,-0.018049378179086813,-0.023770032795949508,-0.008446821720305048,-0.014186737706753142,-0.016864418849046853,-0.04190712258407234,-0.012112331857897394,-0.03023305940090298,-0.02411211841949184
2020-01-28,0.02789664520424916,0.013532388730052893,0.01302483129724534,0.018014489606214077,0.01349822559726209,0.019406246774089947,0.03183585277429434,0.01578809278786119,0.006246529319625482,-0.0013912333867852852
2020-01-29,0.020716179660004438,0.002559818728975466,0.0042650468538863095,-0.0014889250673455646,0.02467131094883249,0.01547235305888791,-0.009848146015389317,0.02455066473079113,-0.010443878207609295,-0.008387655746025928
2020-01-30,-0.0014500329909897887,0.00680130777131683,-0.0016830673508033635,0.012291092174393819,-0.0633358221296413,0.027817176204656718,0.0010990401215075641,0.09799952270077929,-0.006809903509363934,0.010551048649635396
2020-01-31,-0.04535165140751137,0.06131112770815112,-0.014873786959386792,-0.02632015313786234,-0.03704463991373198,-0.014868760033693298,-0.038906404976639636,0.015115867923964223,-0.030828523356556788,-0.04208336210320243
2020-02-03,-0.0027502204682761074,-0.002252704013802056,0.03418062228453144,0.007601647519358809,0.011228776744151795,0.02408657654035449,0.016360873575266402,0.11839534141276628,0.005746116672677541,-0.022629977155068287
2020-02-04,0.03248043960631884,0.022433811849720944,-0.025404372786171317,0.014293299545885133,0.027246860913291218,0.03238636353309242,0.027901452389758996,0.11839534141276628,0.024584086228386308,-0.012593669192191988
2020-02-05,0.008121193751077402,-0.004792703414039184,0.00044284917248168187,0.01685754121995822,0.0013334989170351002,-0.0012218088224960112,0.01458153291948172,-0.12113825810398889,0.051661691760190635,0.044995391487999185
2020-02-06,0.011629177316371876,0.005065879625856511,0.0204796699921221,0.0001455716839274308,0.003515742318453105,0.020521540243691395,0.013821739351140078,0.019223358515689473,-0.011119178638066904,-0.013642583340896847
2020-02-07,-0.013685790575398685,0.014069692433392624,0.0021250053708662345,-0.003202522229420132,0.006994546687316649,0.0014149043228648371,-0.010517084514723107,-0.0011890304222129079,-0.011140182774747091,-0.006647965225878496
2020-02-10,0.004738144670430997,0.02593435798738784,0.01978131174494711,0.004147036473807664,0.0034320892614106494,0.02582050099355302,0.0442393360953508,0.030554904345579816,-0.007600668848222207,-0.010617103922070863
2020-02-11,-0.00605164823128301,0.007883866478429244,0.0009278108873895252,0.0018854360399166723,-0.027937387819314402,-0.02283414588355082,0.018536292487786304,0.0040112052857509935,0.013014388242134868,0.00946142820527759
2020-02-12,0.02347010273740531,0.004268347229322045,0.005659256322988181,0.0,0.017083809391770424,0.0014627922923182298,0.017208868562080565,-0.009197828567077742,0.04271425447087692,0.012151056117447316
2020-02-13,-0.007146494246876688,-0.004700848772083054,-0.0034565428403333276,-0.0008696330118889658,0.011229043962622896,-0.005428571152315486,-0.00647853817198111,0.04673438827304504,-0.004226459722569309,-0.005564439455670908
2020-02-14,0.0002462902063944291,-0.007001620314183051,0.003522227321303488,-0.003050905880110184,0.0048675477906572175,0.008887510425074406,0.06784967310759682,-0.004949986662921484,-0.011381660455985895,-0.004606097307002285
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,-0.0184801839934035,0.00969583372641929,0.00046747182859119485,-0.013328551922944538,0.016760562043548432,0.010091813584397624,0.02312686368629003,0.0704209168261074,0.01118287864579704,-0.012777141190640537
2020-02-19,0.014378930581294356,0.006726973190216665,0.0035672867826458524,0.013546778012307288,-0.0014244578908643483,0.0029947938937619225,0.05933644987688601,0.06649517653196184,0.010437233163139045,0.007652859744257928
2020-02-20,-0.010312037314610226,-0.007919906743473367,-0.005181004224957066,0.0,-0.013470200423388238,-0.015389142128177909,-0.01924954102046761,-0.019826354777620056,-0.01047008506928911,-0.007986873795888102
2020-02-21,-0.02289523678256051,-0.02689219882130043,-0.022351029873706,-0.012294597444615116,-0.020718308108891734,-0.03212326202719016,-0.04855221265827403,0.0017662480443414094,-0.0023197455654471555,-0.012270161140055283
2020-02-24,-0.048665359849859494,-0.042235023870589,-0.04381908374720757,-0.027243053438546373,-0.04605335534109387,-0.044072443927882246,-0.07332129726941648,-0.07752369493467591,-0.06231561487066122,-0.047978597591928095
2020-02-25,-0.034459379366507836,-0.018357980231590378,-0.02390543691564338,-0.04567053080609252,-0.019875388303783284,-0.016639297191991993,-0.04196144657526297,-0.041482357972054684,-0.05322950393335629,-0.03907874686665507
2020-02-26,0.015739304403727793,0.0034663008478506324,0.002989021753138209,0.003005302107149583,0.0021828952190469657,0.012417287394542023,0.021144866871610688,-0.026744949535016983,-0.001481798734362447,-0.02220042877730223
2020-02-27,-0.051101920416750976,-0.049333390430740226,-0.05288224203411107,-0.04250465630098832,-0.038510945573566734,-0.0463604235227258,-0.05727469630498099,-0.12113825810398889,-0.035135024619387153,-0.05401567017134226
2020-02-28,-0.0005850683380367383,-0.0002918893180325476,0.01831125841788036,-0.04430578512840568,0.0142327868039978,0.02392443499150109,0.0668738292142272,-0.016347950327421108,0.004087613097273761,0.03199932933967779
2020-03-02,0.051285233012391296,0.03658851566405863,0.03454292642560981,0.04554093837737602,0.02041674065395775,0.04983155514747313,0.023276145085776648,0.1072570247859105,0.0620409329007912,0.0463438017293049
2020-03-03,-0.032274431734776086,-0.023278669366774255,-0.035686024033731,-0.038246909365568536,-0.05520202018723757,-0.0463604235227258,-0.0388748298988375,0.0025383850988232293,-0.04382285053877087,-0.04906887658866712
2020-03-04,0.045340752401659946,0.03441420829326915,0.03227552987301941,0.02440891977091839,0.03108961283294219,0.036056959777472974,0.0676858162155401,0.005337746224066965,0.0620409329007912,0.021597477815988343
2020-03-05,-0.03297482663582901,-0.02656658154602768,-0.04958816526211894,-0.0503057636906064,-0.03497029552992441,-0.025415407411678227,-0.040234929641394294,-0.033869376791647296,-0.022573195172256928,-0.04506734380306343
2020-03-06,-0.013368783162607768,-0.011994572145720599,-0.014572074733714665,-0.053063517334667375,-0.022280240713436955,-0.02867437337974765,-0.026886577265925003,-0.029497510135476336,0.003210577181911513,-0.04949895363853711
2020-03-09,-0.051101920416750976,-0.05430184971456644,-0.05288224203411107,-0.053063517334667375,-0.06614120756067372,-0.0463604235227258,-0.08059423138314777,-0.12113825810398889,-0.03743383822571734,-0.05401567017134226
2020-03-10,0.051285233012391296,0.04941384267449418,0.047685505418247016,0.05410271569291196,0.049997626949331395,0.04983155514747313,0.061774339074002996,0.059586929551683376,0.023706796346710263,0.0363587288552815
2020-03-11,-0.035347750792124204,-0.03823045590680999,-0.05171576403498115,-0.048214091376462605,-0.0456413900144013,-0.0463604235227258,-0.057586819818979326,-0.01735009892797303,-0.007959801776427121,-0.03349644117800603
2020-03-12,-0.051101920416750976,-0.057588983573757455,-0.05288224203411107,-0.053063517334667375,-0.06658748412953915,-0.0463604235227258,-0.08108337688670236,-0.12113825810398889,-0.06231561487066122,-0.05401567017134226
2020-03-13,0.051285233012391296,0.06131112770815112,0.056162422486998605,0.05410271569291196,0.07043323186987983,0.04983155514747313,0.08549725780967952,-0.02516454136147571,0.0620409329007912,0.024967882558421414
2020-03-16,-0.051101920416750976,-0.0551930111496119,-0.05288224203411107,-0.053063517334667375,-0.06658748412953915,-0.0463604235227258,-0.08108337688670236,-0.12113825810398889,-0.06231561487066122,-0.05401567017134226
2020-03-17,0.043030963482435416,0.06131112770815112,0.04113669035879224,0.05410271569291196,0.023085879616235795,0.04983155514747313,0.08549725780967952,-0.03398134500612111,0.0620409329007912,0.05145398976768439
2020-03-18,-0.024784595082564524,0.012183223280898315,-0.024326268702169654,-0.053063517334667375,-0.01660047028342995,-0.043008044478353616,-0.06882176898494026,-0.12113825810398889,-0.06231561487066122,-0.05401567017134226
2020-03-19,-0.007691506387114856,0.027450380856149387,0.018594608036224862,0.016668069536272128,0.04112667410215134,0.01631924353615797,0.04883243180975248,0.11839534141276628,0.012544270758172013,0.03879094471996645
2020-03-20,-0.051101920416750976,-0.018696493799985447,-0.03987902315224435,-0.021327410477651992,-0.022453592552812807,-0.038282146401798195,-0.03448941347359903,-0.00025720668994270134,-0.06198193594457259,-0.05033059097404924
2020-03-23,-0.021472896233997087,0.03027242280070844,-0.013268690232978933,-0.053063517334667375,-0.010945871721949841,-0.010024431278782435,0.03317378298153163,0.015688043665694176,-0.05845481724897523,-0.040198582707565315
2020-03-24,0.051285233012391296,0.019397213114498144,0.056162422486998605,0.05410271569291196,0.07043323186987983,0.04983155514747313,0.08549725780967952,0.11839534141276628,0.0620409329007912,0.05145398976768439
2020-03-25,-0.00552403142393174,-0.02836614678504326,-0.02544467383038841,0.03663827507062817,-0.030078736973901486,-0.009618898926629791,-0.014389657324006324,0.06562083944686455,0.0620409329007912,0.05088381207982934
2020-03-26,0.051285233012391296,0.036267437779002064,0.054152235041526504,0.05410271569291196,0.04463274955614125,0.04983155514747313,0.046223953856315954,-0.0207800386755252,0.0620409329007912,0.04021056232433618
2020-03-27,-0.04228377686589942,-0.028734293362178226,-0.046339826073575466,-0.053063517334667375,-0.04092687084784396,-0.041927824490017196,-0.017687983343274025,-0.026475805312348537,-0.05199640584140379,-0.049369946426044975
2020-03-30,0.028138413283436973,0.03305128565768252,0.031953901095670735,0.025674133163395053,0.05677930644143513,0.04983155514747313,0.049632092745013616,-0.024064387275638185,0.035772554183646735,0.014775341823932921
2020-03-31,-0.0020429523581986615,-0.0072719999659999635,0.013551617796422543,-0.037818533372945995,0.005108889337728677,-0.015852511161011256,-0.007520901427028027,0.04263263821287683,-0.007590206466601087,0.012455369878396329
2020-04-01,-0.051101920416750976,-0.02178742279295421,-0.05288224203411107,-0.053063517334667375,-0.04412474870657829,-0.03615388027261259,-0.08108337688670236,-0.08446087652228773,-0.04956822724914711,-0.011655658631190934
2020-04-02,0.016548998126200972,0.005817252037933856,0.013455959971357427,0.036659757710706405,-0.008873808089774317,0.020497459536780106,0.049755500214422675,-0.057898921000518445,0.013061240782760154,0.05145398976768439
2020-04-03,-0.014475766328343532,-0.006399314195321289,-0.022021729102837458,-0.030003347485805423,-0.02567612421836618,-0.009253084031832438,-0.0463057516189599,0.05467504939194526,-0.046611337136540275,-0.029897781544617506
2020-04-06,0.051285233012391296,0.04662517920980072,0.056162422486998605,0.05410271569291196,0.07043323186987983,0.04983155514747313,0.08549725780967952,0.07276481895829454,0.0620409329007912,0.03162885696487667
2020-04-07,-0.011650191782950648,0.006988976113008688,-0.0005325383039041268,0.0131040984614312,0.0196189500522529,-0.010828477887384816,-0.035534403632364896,0.05503939414254686,-0.0012088969131284562,0.01884798204906982
2020-04-08,0.02527271753166927,0.015488887252484295,0.02045627100247219,0.03958578336663291,0.03177100133100953,0.009981078182301225,0.030117423755765066,0.006195761068727163,0.0620409329007912,0.05145398976768439
2020-04-09,0.007189976908980337,-0.00011749136016937198,-0.00035634681181203736,0.05410271569291196,0.005207932401728509,6.083089150531456e-05,-0.015097403739246293,0.043078797207400474,-0.013911207301841306,-0.016555857833084144
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,0.019437936623944843,0.059904424788693025,0.003177568409890232,-0.04549166106737586,-0.0022859161401614435,0.0022377383038861783,0.025902177848524978,0.11839534141276628,-0.002349924722866284,-0.008615609654180114
2020-04-14,0.04926882475798323,0.05142426317898339,0.044294822962057306,-0.027778341894260372,0.019152863229283886,0.048298259786262496,0.05093207472880142,0.0866771798728856,0.026180767098806186,-0.0077475505696760405
2020-04-15,-0.009169124448200882,0.01061218674730437,-0.006287448585010438,-0.05057718613535284,-0.00675795888372434,-0.010533230517279762,-0.011013211290259447,0.02770162075738181,0.04049954214127904,-0.04704764251785861
2020-04-16,0.007914403726625385,0.042632714874196495,0.00010327087393132683,-0.03885504739485362,-0.00407677120721932,0.02957907529898745,0.04817274568513834,0.020854428493631318,0.057763580620819495,-0.033407595472195614
2020-04-17,-0.013661511398973857,-0.013877991515518532,0.01700878817192388,0.05410271569291196,0.01682234796106489,0.008773250356931212,-0.008108632865910693,0.011580411041559343,-0.02672513114071272,0.05145398976768439
2020-04-20,-0.02097549995396835,0.007805217491159297,-0.014054631889419952,-0.03713838181745354,-0.005594689623272924,-0.02002047674324188,-0.01819285599150401,-0.010038465581097953,-0.029406554677162387,-0.04835044691829691
2020-04-21,-0.03139803127193916,-0.027741595250859077,-0.03962005424603824,-0.029433275761012987,-0.04263773185207764,-0.04223650039182472,-0.06305090939884278,-0.08328137479063667,-0.028582212001203092,-0.005356888866642886
2020-04-22,0.028396637817978226,0.015078276370104332,0.03744525820497896,0.003251187858231134,0.06505051781078204,0.03340092115636233,0.05991083677853356,0.06400415510269586,0.01026843766118407,0.028164164436830053
2020-04-23,-0.003882692077113382,0.015100238852104056,0.010088541131880943,0.000559420508006672,0.015514592807254667,-0.012176187315121722,-0.007506811581684788,-0.036839791089286374,0.029556908530499814,0.030851207395847458
2020-04-24,0.028460311815518353,0.004478467862372162,0.004262645643632436,0.014658793842861315,0.02633401292592589,0.018094453281397874,0.01945662224749166,0.02728753098899391,0.02067281129317095,0.006423146532630165
2020-04-27,0.0007070695467399248,-0.014299615622890095,-0.004506574345475999,0.04220146209435225,-0.013613634084695963,-0.00286859462726329,0.025535420373216457,0.09666945779957149,0.009192460529117078,0.0047907157363938895
2020-04-28,-0.01634234091546943,-0.026406206272373736,-0.030576022351769035,0.007055698080851149,-0.02478464721267466,-0.024662488358248694,-0.01944166617488015,-0.037801017814305886,-0.019302418671461596,0.02317054825087864
2020-04-29,0.032317116393789855,0.025020524430829326,0.056162422486998605,0.026613429805281693,0.05984292754442621,0.043896070975603114,0.02407617049199154,0.040002020280935593,-0.002465023788220738,0.05145398976768439
2020-04-30,0.020877010856650738,0.041803503952607714,0.003361778769875969,-0.021692953784182893,0.0527573506477483,0.009982317667617965,-0.020923748879138157,-0.023547759980736722,0.01661764477845535,-0.02108021413329647
2020-05-01,-0.016230706557056628,-0.057588983573757455,-0.022057737830840512,-0.02656100794423554,-0.01199091722950232,-0.026232673837146097,-0.03304298341165082,-0.10873700220740792,-0.02759344872458729,-0.05401567017134226
2020-05-04,0.014049589715675288,0.013016157575809914,0.004226965355325369,-0.011975007788507977,0.014674039818534023,0.02416582028156463,0.029650111029439936,0.0819187203405193,0.01059343116131358,0.03954189757251967
2020-05-05,0.014897409508642349,0.0007812169559819208,0.019552052495021902,-0.0015205137178268679,0.008779389914220205,0.010678490675380247,0.008375821943756238,0.009180180665024101,0.018947092873845554,-0.0011148398333997638
2020-05-06,0.01026442915721807,0.014332930141282023,-0.0026646660123685047,-0.018983667425260073,0.006738119662848636,0.009799231750739906,0.013693314235878102,0.018533023597782732,-0.014678679803207806,-0.01891527776000399
2020-05-07,0.010291876915550675,0.006929629421755726,0.017571439198007667,0.010359473976478826,0.013294475745905785,0.005790094042964683,0.02349699577391635,-0.003250973870209664,-0.01314123941632652,0.005667146836789668
2020-05-08,0.023522727463858903,0.005055588339379235,0.010938466506139418,0.016203941055481657,0.005146370905410016,0.005865030745757675,0.024719102089283504,0.04925154604829151,0.00699320198897126,0.04291747639005457
2020-05-11,0.015612796656062546,0.012275095742505182,0.013809531547968832,-0.029892120188196657,0.0039009236377050235,0.011092835136010065,0.03187038962006546,-0.009971196406895207,0.005871265880385095,-0.009573584386134116
2020-05-12,-0.011493829400729346,-0.02184325689933136,-0.02044824064423722,-0.03322331323670193,-0.014553290765668364,-0.022912448325826812,-0.03315125256607601,-0.0023199593370761967,-0.0034348995561120977,-0.016856402202951676
2020-05-13,-0.012147994935334777,0.00464352271673132,-0.01971811662605625,-0.035079179429974044,-0.024085906229876625,-0.015237956530242113,-0.002887738623758243,-0.02305818093053759,-0.03429768675778475,-0.050911793879619305
2020-05-14,0.006124875957503148,0.008800091486279958,0.0063066595700689045,0.04069368574975711,0.0083028319451295,0.004330020998963357,0.03169046720248776,0.015518160889563192,0.04436094738721526,0.008785693434685979
2020-05-15,-0.005929521230037733,0.008723388257937528,0.011868597308887327,-0.018683625934657475,0.019488784320701776,0.014463053338982502,0.05573012089087714,-0.005191880165631997,0.0012036762511071892,-0.007117260889470792
2020-05-18,0.023288066590865044,0.006815562402388709,0.008788212291205943,0.05161319448944009,0.010894513255912407,0.009509530473959383,0.03010524611622902,0.01793204109959487,0.008214664802175297,0.05145398976768439
2020-05-19,-0.005795376299221496,0.009463506026665746,-0.007812837402238159,-0.019875592045888485,0.017160510867124817,-0.006946466239276969,0.0062941038066912395,-0.0069313094591098995,-0.014800599269401388,-0.03136455342548963
2020-05-20,0.019261193603284453,0.0196519053240098,0.02497662741576277,0.02955787125605287,0.058604628509730965,0.013775234990473428,0.01850914384094991,0.00930057241369536,-0.003674222641057649,0.03202602639726556
2020-05-21,-0.00748317164931561,-0.020709907813958355,-0.0017116635241156235,-0.012782474243575438,0.006155731919170792,-0.01208399570056186,-0.021950328155653242,0.014654934735012084,-0.0037570170654710644,-0.01801439166498122
2020-05-22,0.0064176541838136605,-0.0040379627094452065,0.004602639115674945,-0.0077932507466581796,0.01509782580496791,0.00043592284908500634,0.02820158254384499,-0.013037700356063059,0.010505459218561523,0.0008970379015743583
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,-0.006796530896512093,-0.006182687942356004,0.005736203861530092,0.05410271569291196,-0.01160335902281755,-0.01062759184880009,-0.03477569413581372,0.002433081947381517,0.016928545811429472,0.02894932884569032
2020-05-27,0.004347349614151504,-0.004747292931811086,-0.0007671991913605859,0.05410271569291196,-0.013265936292078078,0.001320668994470686,-0.022328774837050227,0.001659467041868106,0.029668003376684928,0.0071621008812515945
2020-05-28,0.00043982780064070825,-0.0038615979869802697,-0.0014371697458366705,-0.015007854541395303,-0.016190407756349338,-0.0022576896974308585,-0.004496667648352215,-0.017736751939729612,0.0006582927009203165,-0.026294126675879822
2020-05-29,-0.0009743203999689952,0.017041909136995572,0.01071619855640667,-0.025867447070137925,-0.0016423528936136771,0.010146948932432296,0.04475882622389045,0.035583725409644835,0.0028907937130637257,0.0095017696771052
2020-06-01,0.012222997485804476,0.011670253098244966,0.0009412304859457451,0.013169444279295913,0.029848926414144814,-0.002294717747038287,-0.007832748553708373,0.07284966703702293,0.0035367569565064117,0.017656924523277003
2020-06-02,0.004618796026788801,0.0005542421239081785,0.005171717959138671,0.0033412466757787923,0.0034867113491639126,0.01131268757058378,0.0021552306589322614,-0.018588326218028427,0.0012413408539475427,0.022011827208128387
2020-06-03,0.0054897628435587485,0.002419803318654912,-0.0021238766763239966,0.052570962599128496,-0.011061315726836388,0.002430642907867492,-0.006337355127943404,0.0015867839932886055,-0.0031390007176848415,0.039984622509568746
2020-06-04,-0.008649183392834246,-0.007207963182428161,-0.017487310574914164,0.02059785292235397,-0.016957391146418217,-0.013251036389512687,0.00011443331449353681,-0.02126741082055923,-0.024096903232213446,-0.0028473048074278053
2020-06-05,0.02808278791039639,0.009062306094701045,0.018022390909075415,0.04401883038268217,0.019604218329270038,0.0231287679059263,0.01735827864440136,0.024320646383694,0.045160417426251105,0.05145398976768439
2020-06-08,0.005895230987481159,0.01640122058468097,0.005553818250678286,0.019762022403052217,0.0027261869923704595,0.006177359313238381,-0.012976505890295757,0.07004464847857836,-0.007628815544811319,0.030794776074582298
2020-06-09,0.031089743131413407,0.029973414532654237,0.0027860049046159446,-0.025984806352989345,0.030934212884873163,0.007615875888252018,0.02700297784807513,-0.00978535494822048,-0.0008729114179267015,-0.02253932647434226
2020-06-10,0.02540192780077249,0.01775474019639406,0.008653379834183518,-0.041372431962508664,-0.008161717850051852,0.03642045477754782,0.03484342262052028,0.08590431690632504,-0.01125288550247997,-0.05401567017134226
2020-06-11,-0.04920115070095743,-0.034386807792203426,-0.04382180135997381,-0.053063517334667375,-0.053356488580645456,-0.0463604235227258,-0.06284024159908191,-0.052277046427824686,-0.06231561487066122,-0.05401567017134226
2020-06-12,0.008596281343369847,-0.005071582137180358,0.007830035495759287,0.02699563069748019,0.018322417152370526,0.007860915777739418,0.01537041484857559,-0.03937370329089697,0.004992322861799818,0.021211121648286094
2020-06-15,0.012291453260705618,0.01080967380014712,0.005519300439140014,0.013723588636428825,0.017003983571315363,0.006371574618003698,0.026650097542344195,0.05776761532071402,0.003954922050314011,-0.0006364328630719698
2020-06-16,0.026157270824477313,0.01641919546995653,0.017948131860695327,0.007967999332804138,0.01345753841797478,0.024209543087194144,-0.011539301030885801,-0.008889888882897297,0.023202256033302504,0.022237291048149154
2020-06-17,-0.0013925928773719173,0.009782656419923274,0.004187779631290929,-0.02560414580540345,-0.0005093686102162659,0.0034553587667875674,0.01830185220557153,0.009787666254598352,-0.0013663622354144628,-0.03311495415174782
2020-06-18,0.0003979535916742027,0.004910408831544251,-0.012762188220012328,-0.005442805587690146,0.001739185665856815,0.010651684325389772,-0.0019507622406382426,0.012196058432993926,-0.0038349607600326567,0.006199860942318264
2020-06-19,-0.005731086715302357,0.007892706403668376,-0.006632262186667929,-0.011486929242241673,0.012006990185548773,-0.005977806116032483,0.004680645227761879,-0.003052506049991116,0.0034740362390834048,-0.0202374742242152
2020-06-22,0.025827631201507818,0.014404049034053084,0.018099484404021777,-0.01089648452519256,0.0017991153800068801,0.027394887730035917,0.028265392906107446,-0.006595797039905825,0.004898094352922221,0.009524055146136957
2020-06-23,0.02111990593340238,0.018470070932883553,0.00914005359479343,0.012122584842233209,0.012545224541767172,0.006658846382616023,-0.008089482017229262,0.007474555771254048,0.016704718115438572,0.006013526420003693
2020-06-24,-0.017809603484629025,-0.010915222785479236,-0.021598208595887704,-0.03396141009711162,-0.03452223377828714,-0.02036362417699482,-0.022959841030134175,-0.04171541244464825,-0.028701090560574054,-0.04825477415779201
2020-06-25,0.013188601757152734,0.007352966946613356,0.005846107864070424,0.034267677512391584,0.0070683882381407616,0.012557472530209243,0.027183850068943357,0.025817844628587844,0.024052960896412175,0.01494381507386457
2020-06-26,-0.031208035165118077,-0.022657517035347675,-0.05288224203411107,-0.053063517334667375,-0.06658748412953915,-0.020219324109267335,-0.03593820092991038,-0.02697370050614223,-0.032038317817259694,-0.034917383753159385
2020-06-29,0.022785280557185855,-0.004648937652200358,0.025098222529862872,0.004418218678968374,0.02088372723853486,0.010690264710345853,0.00490316476164747,0.05039944763683731,0.009989073905568024,0.01592038357248773
2020-06-30,0.008312599675123931,0.02884445591830274,0.014834094985869828,0.011333762579150272,0.028725982389733555,0.02522810549006234,0.031851453610587346,0.06747855280845434,0.01775300982780402,0.008984638055127106
2020-07-01,-0.0018932770901968054,0.04253577590541981,0.016748330534981804,-0.008541759732716113,0.04511969159806888,0.005830432793403162,0.003389623298118007,0.036213124954005624,0.009380833989969386,-0.022843797272716657
2020-07-02,0.0,0.004021512351305945,0.019183609724718276,0.003243036495575849,-0.01753862234458823,0.0075919533166323785,0.00859383917754393,0.07651403502187115,0.001778672765069355,0.008429304684718007
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,0.02639872174476543,0.056086861548230546,0.020017062004322267,0.02493986401120088,0.02896554505530805,0.021297931030039123,0.02334113818273642,0.11839534141276628,0.015140200298105849,0.00700782950623221
2020-07-07,-0.0031075716634825,-0.018794894393650154,-0.006509416301989255,-0.028615940574660662,0.0024108783257730236,-0.011695863178273218,0.003297402966557311,0.01323965619758905,-0.02055264988216524,-0.02624814734448714
2020-07-08,0.023023104130750222,0.026637631211038765,0.009139778981160647,0.010559252733845493,0.011229631431415983,0.02175426767577502,0.034278088875472554,-0.017404076436543424,0.005747766444060432,-0.002315285019710559
2020-07-09,0.004290810236134079,0.032418003431597016,0.009966059985025392,-0.021888324953322432,0.0037697985721275194,0.006976245182115725,0.028276995166301173,0.020579243780394125,-0.024428145275120668,-0.042136350320470244
2020-07-10,0.0017480186110037904,0.005442909266691453,0.01331113000974487,0.053224731434415036,0.0023286796485804395,-0.003037344129872214,-0.002835077128686544,0.10241918272489342,0.000240967900119381,0.03071329193114922
2020-07-13,-0.004624008312759558,-0.030459227148096752,-0.01755388386073874,0.01423307564563765,-0.025080484573521147,-0.03137577900383845,-0.04160049069435394,-0.031294179797161696,0.02870185619790226,0.00023417750066599108
2020-07-14,0.016412810265249274,-0.006464146747407976,0.0056904325611931775,0.005718422776834411,0.0030497500996657665,0.006162443938582889,0.031795244840268445,0.013099686323903579,0.028971228002675847,0.032517402553806855
